Compound	Sample Name	Height	Area	Actual RT	m/z (Delta)	Formula
Acetylalanine U-13C pos	P9	11311	80366	2.68	-.7744 (ppm)	[13]C5H9NO3
Acetylalanine U-13C pos	P8	70431	972421	6.07	-1.9989 (ppm)	[13]C5H9NO3
Acetylalanine U-13C pos	P7	3156	53987	2.76	-1.1084 (ppm)	[13]C5H9NO3
Acetylalanine U-13C pos	P6	822422	14637569	3.89	-.6631 (ppm)	[13]C5H9NO3
Acetylalanine U-13C pos	P5	80867	280469	6.83	-1.7762 (ppm)	[13]C5H9NO3
Acetylalanine U-13C pos	P4	1826291	15308529	3.76	-.8858 (ppm)	[13]C5H9NO3
Acetylalanine U-13C pos	P3	679930	12674043	3.9	-.2179 (ppm)	[13]C5H9NO3
Acetylalanine U-13C pos	P2	528297	11581375	3.54	-.4405 (ppm)	[13]C5H9NO3
Acetylalanine U-13C pos	P1	45814	274832	8.33	-2.4441 (ppm)	[13]C5H9NO3
Acetylalanine U-13C pos	solvent_blank_1	13853	474572	8.44	-.1066 (ppm)	[13]C5H9NO3
Acetylaspartate neg	solvent_blank_2	6365	146941	10.06	-1.8296 (ppm)	C6H9NO5
Acetylaspartate neg	P9	10511	267119	8.92	-1.3036 (ppm)	C6H9NO5
Acetylaspartate neg	P8	9187	343729	10.06	-.6899 (ppm)	C6H9NO5
Acetylaspartate neg	P7	45300	1318562	8.35	-1.3036 (ppm)	C6H9NO5
Acetylaspartate neg	P6	69309	1097819	9.95	-1.7420 (ppm)	C6H9NO5
Acetylaspartate neg	P5	29177	807637	3.89	-1.6543 (ppm)	C6H9NO5
Acetylaspartate neg	P4	25498	724374	4.64	-1.0406 (ppm)	C6H9NO5
Acetylaspartate neg	P3	378271607	5863925993	9.92	-.7776 (ppm)	C6H9NO5
Acetylaspartate neg	P2	21730	387630	1.91	-1.3913 (ppm)	C6H9NO5
Acetylaspartate neg	P1	32543	642649	1.75	-1.4789 (ppm)	C6H9NO5
Acetylaspartate neg	solvent_blank_1	106378	4723474	3.7	-1.7420 (ppm)	C6H9NO5
Acetylaspartate pos	solvent_blank_2	1849	6840	10.35	.3972 (ppm)	C6H9NO5
Acetylaspartate pos	P9	1057	7468	10.13	1.6105 (ppm)	C6H9NO5
Acetylaspartate pos	P8	14747	50621	8.71	1.2639 (ppm)	C6H9NO5
Acetylaspartate pos	P7	1205	15853	0.68	2.2172 (ppm)	C6H9NO5
Acetylaspartate pos	P6	72969	377764	3.86	-.3829 (ppm)	C6H9NO5
Acetylaspartate pos	P5	5985	82712	4.91	.4838 (ppm)	C6H9NO5
Acetylaspartate pos	P4	2020	18866	11.49	-4.5431 (ppm)	C6H9NO5
Acetylaspartate pos	P3	10633051	146971996	9.88	1.3505 (ppm)	C6H9NO5
Acetylaspartate pos	P2	2575	36292	0.49	1.7839 (ppm)	C6H9NO5
Acetylaspartate pos	P1	61691	494636	10.37	-.2095 (ppm)	C6H9NO5
Acetylaspartate pos	solvent_blank_1	6784	245973	4.02	.4838 (ppm)	C6H9NO5
Acetylaspartate U-13C neg	solvent_blank_2	1197	4431	1.4	-1.9875 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C neg	P9	741	2747	5.7	-2.8349 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C neg	P8	0	0	0	0	[13]C6H9NO5
Acetylaspartate U-13C neg	P7	0	0	0	0	[13]C6H9NO5
Acetylaspartate U-13C neg	P6	4711	41288	3.76	-1.0553 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C neg	P5	0	0	0	0	[13]C6H9NO5
Acetylaspartate U-13C neg	P4	7351	33651	1.89	-1.2248 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C neg	P3	0	0	0	0	[13]C6H9NO5
Acetylaspartate U-13C neg	P2	10075	35531	3.82	-1.4790 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C neg	P1	820	3017	5.1	-.9706 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C neg	solvent_blank_1	1182	4290	5.25	-.5469 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C pos	solvent_blank_2	697	2609	0.47	-2.0664 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C pos	P9	0	0	0	0	[13]C6H9NO5
Acetylaspartate U-13C pos	P8	549	2183	16.36	-3.3235 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C pos	P7	0	0	0	0	[13]C6H9NO5
Acetylaspartate U-13C pos	P6	0	0	0	0	[13]C6H9NO5
Acetylaspartate U-13C pos	P5	0	0	0	0	[13]C6H9NO5
Acetylaspartate U-13C pos	P4	4364	15009	3.82	.2801 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C pos	P3	24345	84181	10.11	2.6267 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C pos	P2	11690	40476	10.16	-4.1615 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C pos	P1	891	3362	16.76	-2.9044 (ppm)	[13]C6H9NO5
Acetylaspartate U-13C pos	solvent_blank_1	1982	7194	7.58	.9506 (ppm)	[13]C6H9NO5
Acetylcarnitine neg	solvent_blank_2	3178	38536	2.66	-1.6115 (ppm)	C9H17NO4
Acetylcarnitine neg	P9	2750	38163	6.18	-2.8950 (ppm)	C9H17NO4
Acetylcarnitine neg	P8	143096	1385107	1.8	-1.2340 (ppm)	C9H17NO4
Acetylcarnitine neg	P7	3016	28299	5.51	-1.3095 (ppm)	C9H17NO4
Acetylcarnitine neg	P6	19209	261935	4.7	-.9320 (ppm)	C9H17NO4
Acetylcarnitine neg	P5	8462	60339	6.82	-.1016 (ppm)	C9H17NO4
Acetylcarnitine neg	P4	8980	42745	1.81	4.7303 (ppm)	C9H17NO4
Acetylcarnitine neg	P3	4397713	59384921	6.91	-1.3850 (ppm)	C9H17NO4
Acetylcarnitine neg	P2	26371	122258	3.82	2.9939 (ppm)	C9H17NO4
Acetylcarnitine neg	P1	6031	35906	3.88	-2.3665 (ppm)	C9H17NO4
Acetylcarnitine neg	solvent_blank_1	2368	39635	6.7	-.7056 (ppm)	C9H17NO4
Acetylcarnitine pos	solvent_blank_2	118160	1524218	6.92	-.1416 (ppm)	C9H17NO4
Acetylcarnitine pos	P9	71805	1938100	6.94	-.1416 (ppm)	C9H17NO4
Acetylcarnitine pos	P8	78073	1204280	6.98	-.3658 (ppm)	C9H17NO4
Acetylcarnitine pos	P7	47035	1655255	6.93	.3069 (ppm)	C9H17NO4
Acetylcarnitine pos	P6	117209	3251822	4.66	.3069 (ppm)	C9H17NO4
Acetylcarnitine pos	P5	137486	2285277	6.95	.3069 (ppm)	C9H17NO4
Acetylcarnitine pos	P4	186546	3298041	6.95	.9797 (ppm)	C9H17NO4
Acetylcarnitine pos	P3	4120394230	80082026671	6.95	.8302 (ppm)	C9H17NO4
Acetylcarnitine pos	P2	114546	1594730	6.85	-.7396 (ppm)	C9H17NO4
Acetylcarnitine pos	P1	263810	2845619	6.88	.9050 (ppm)	C9H17NO4
Acetylcarnitine pos	solvent_blank_1	273403	3824483	6.87	.0827 (ppm)	C9H17NO4
Acetylcarnitine U-13C neg	solvent_blank_2	0	0	0	0	[13]C9H17NO4
Acetylcarnitine U-13C neg	P9	0	0	0	0	[13]C9H17NO4
Acetylcarnitine U-13C neg	P8	920	3343	2.58	-4.7609 (ppm)	[13]C9H17NO4
Acetylcarnitine U-13C neg	P7	0	0	0	0	[13]C9H17NO4
Acetylcarnitine U-13C neg	P6	0	0	0	0	[13]C9H17NO4
Acetylcarnitine U-13C neg	P5	0	0	0	0	[13]C9H17NO4
Acetylcarnitine U-13C neg	P4	0	0	0	0	[13]C9H17NO4
Acetylcarnitine U-13C neg	P3	0	0	0	0	[13]C9H17NO4
Acetylcarnitine U-13C neg	P2	0	0	0	0	[13]C9H17NO4
Acetylcarnitine U-13C neg	P1	0	0	0	0	[13]C9H17NO4
Acetylcarnitine U-13C neg	solvent_blank_1	0	0	0	0	[13]C9H17NO4
Acetylcarnitine U-13C pos	solvent_blank_2	6400	26439	2.64	-2.4397 (ppm)	[13]C9H17NO4
Acetylcarnitine U-13C pos	P9	96453	438376	2.65	-3.2988 (ppm)	[13]C9H17NO4
Acetylcarnitine U-13C pos	P8	45208	200858	2.65	-3.5135 (ppm)	[13]C9H17NO4
Acetylcarnitine U-13C pos	P7	52215	233991	2.65	-3.1556 (ppm)	[13]C9H17NO4
Acetylcarnitine U-13C pos	P6	92646	475715	2.66	-3.6567 (ppm)	[13]C9H17NO4
Acetylcarnitine U-13C pos	P5	44132	209713	2.66	-3.2988 (ppm)	[13]C9H17NO4
Acetylcarnitine U-13C pos	P4	60320	293054	2.66	-.2922 (ppm)	[13]C9H17NO4
Acetylcarnitine U-13C pos	P3	70386	407514	2.66	-3.8715 (ppm)	[13]C9H17NO4
Acetylcarnitine U-13C pos	P2	92586	476132	2.63	-3.2272 (ppm)	[13]C9H17NO4
Acetylcarnitine U-13C pos	P1	149338	618734	2.64	-3.9430 (ppm)	[13]C9H17NO4
Acetylcarnitine U-13C pos	solvent_blank_1	2622	14734	3.9	-4.0862 (ppm)	[13]C9H17NO4
Acetylglutamate neg	solvent_blank_2	3352	113260	6.51	-1.4205 (ppm)	C7H11NO5
Acetylglutamate neg	P9	4267	176057	3.74	-.1223 (ppm)	C7H11NO5
Acetylglutamate neg	P8	8548	256589	9.58	-1.2582 (ppm)	C7H11NO5
Acetylglutamate neg	P7	65059	1078988	9.67	-.9337 (ppm)	C7H11NO5
Acetylglutamate neg	P6	34797	954379	7.63	-.9337 (ppm)	C7H11NO5
Acetylglutamate neg	P5	21696	612153	3.91	-2.8810 (ppm)	C7H11NO5
Acetylglutamate neg	P4	434021414	6648303727	9.62	-1.0148 (ppm)	C7H11NO5
Acetylglutamate neg	P3	1831036	14390547	9.6	-1.0960 (ppm)	C7H11NO5
Acetylglutamate neg	P2	31389	474117	1.85	-.9337 (ppm)	C7H11NO5
Acetylglutamate neg	P1	47247	1852418	1.89	-1.4205 (ppm)	C7H11NO5
Acetylglutamate neg	solvent_blank_1	115000	4154112	3.7	-1.4205 (ppm)	C7H11NO5
Acetylglutamate pos	solvent_blank_2	861249	10429007	1.89	2.4039 (ppm)	C7H11NO5
Acetylglutamate pos	P9	376851	4598341	1.91	2.0828 (ppm)	C7H11NO5
Acetylglutamate pos	P8	509600	6097498	1.9	2.3236 (ppm)	C7H11NO5
Acetylglutamate pos	P7	286680	3328131	1.92	2.0828 (ppm)	C7H11NO5
Acetylglutamate pos	P6	269465	3224720	1.91	2.4039 (ppm)	C7H11NO5
Acetylglutamate pos	P5	385720	4385005	1.89	2.3236 (ppm)	C7H11NO5
Acetylglutamate pos	P4	345340952	4774042542	9.63	.8786 (ppm)	C7H11NO5
Acetylglutamate pos	P3	937537	15279327	4.14	-.0045 (ppm)	C7H11NO5
Acetylglutamate pos	P2	775842	8520455	1.9	2.4842 (ppm)	C7H11NO5
Acetylglutamate pos	P1	244380	3121470	1.91	2.0025 (ppm)	C7H11NO5
Acetylglutamate pos	solvent_blank_1	711102	7824927	1.89	1.8419 (ppm)	C7H11NO5
Acetylglutamate U-13C neg	solvent_blank_2	1170	4355	4.58	-1.8219 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C neg	P9	0	0	0	0	[13]C7H11NO5
Acetylglutamate U-13C neg	P8	0	0	0	0	[13]C7H11NO5
Acetylglutamate U-13C neg	P7	0	0	0	0	[13]C7H11NO5
Acetylglutamate U-13C neg	P6	0	0	0	0	[13]C7H11NO5
Acetylglutamate U-13C neg	P5	0	0	0	0	[13]C7H11NO5
Acetylglutamate U-13C neg	P4	1409	4966	6.73	-2.3694 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C neg	P3	0	0	0	0	[13]C7H11NO5
Acetylglutamate U-13C neg	P2	2568	9118	3.88	-4.9506 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C neg	P1	763	2812	5.37	-4.7942 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C neg	solvent_blank_1	750	2807	16.92	-4.3249 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C pos	solvent_blank_2	952	3534	12.29	2.9542 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C pos	P9	3672	15380	3.85	-3.3167 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C pos	P8	0	0	0	0	[13]C7H11NO5
Acetylglutamate U-13C pos	P7	2527	8848	2.68	-4.1683 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C pos	P6	9641	33165	3.86	-4.1683 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C pos	P5	2660	12948	2.69	-2.4651 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C pos	P4	44928	158177	13.02	-2.6199 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C pos	P3	78972	270828	6.84	-.2974 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C pos	P2	11792	53952	3.86	-4.6328 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C pos	P1	3152	11318	3.89	-3.5490 (ppm)	[13]C7H11NO5
Acetylglutamate U-13C pos	solvent_blank_1	0	0	0	0	[13]C7H11NO5
Acetylglutamine neg	solvent_blank_2	8325	203741	3.23	-1.3681 (ppm)	C7H12N2O4
Acetylglutamine neg	P9	10933	292203	6.2	-2.9178 (ppm)	C7H12N2O4
Acetylglutamine neg	P8	9186	307382	3.55	-1.4496 (ppm)	C7H12N2O4
Acetylglutamine neg	P7	23765	773468	5.27	-1.3681 (ppm)	C7H12N2O4
Acetylglutamine neg	P6	29472	1532934	5.37	-.6340 (ppm)	C7H12N2O4
Acetylglutamine neg	P5	26359	811837	1.88	-1.4496 (ppm)	C7H12N2O4
Acetylglutamine neg	P4	3330370	40419211	6.96	-.9602 (ppm)	C7H12N2O4
Acetylglutamine neg	P3	369954083	5644817674	6.96	-1.2049 (ppm)	C7H12N2O4
Acetylglutamine neg	P2	47522	1148638	1.88	-.5524 (ppm)	C7H12N2O4
Acetylglutamine neg	P1	59631	2405499	1.86	-1.0418 (ppm)	C7H12N2O4
Acetylglutamine neg	solvent_blank_1	160930	7872380	3.65	-1.4496 (ppm)	C7H12N2O4
Acetylglutamine pos	solvent_blank_2	15916	153958	6.95	.0548 (ppm)	C7H12N2O4
Acetylglutamine pos	P9	37775	1219381	9.09	-.2680 (ppm)	C7H12N2O4
Acetylglutamine pos	P8	90129	1158329	3.88	.6197 (ppm)	C7H12N2O4
Acetylglutamine pos	P7	184158	2731331	8.19	-4.0608 (ppm)	C7H12N2O4
Acetylglutamine pos	P6	48108	1639803	6.57	-.5101 (ppm)	C7H12N2O4
Acetylglutamine pos	P5	37146	925726	3.53	.7810 (ppm)	C7H12N2O4
Acetylglutamine pos	P4	11110835	133304716	6.95	.3776 (ppm)	C7H12N2O4
Acetylglutamine pos	P3	669507577	11824541742	7.03	.7810 (ppm)	C7H12N2O4
Acetylglutamine pos	P2	60216	3396233	3.52	-.5101 (ppm)	C7H12N2O4
Acetylglutamine pos	P1	83420	1804883	6.88	.6197 (ppm)	C7H12N2O4
Acetylglutamine pos	solvent_blank_1	151278	5212436	3.57	-.0259 (ppm)	C7H12N2O4
Acetylglutamine U-13C neg	solvent_blank_2	893	3271	2.66	-3.6601 (ppm)	[13]C7H12N2O4
Acetylglutamine U-13C neg	P9	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C neg	P8	1168	4216	3.49	1.2926 (ppm)	[13]C7H12N2O4
Acetylglutamine U-13C neg	P7	2241	7889	7.18	-3.9746 (ppm)	[13]C7H12N2O4
Acetylglutamine U-13C neg	P6	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C neg	P5	815	3010	7.43	4.2013 (ppm)	[13]C7H12N2O4
Acetylglutamine U-13C neg	P4	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C neg	P3	4724	16682	3.8	-.2011 (ppm)	[13]C7H12N2O4
Acetylglutamine U-13C neg	P2	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C neg	P1	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C neg	solvent_blank_1	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C pos	solvent_blank_2	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C pos	P9	2244	8219	2.62	-2.3157 (ppm)	[13]C7H12N2O4
Acetylglutamine U-13C pos	P8	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C pos	P7	11824	40990	9.63	3.0530 (ppm)	[13]C7H12N2O4
Acetylglutamine U-13C pos	P6	1554	5716	8.82	1.9637 (ppm)	[13]C7H12N2O4
Acetylglutamine U-13C pos	P5	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C pos	P4	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C pos	P3	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C pos	P2	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C pos	P1	0	0	0	0	[13]C7H12N2O4
Acetylglutamine U-13C pos	solvent_blank_1	0	0	0	0	[13]C7H12N2O4
Acetylglycine neg	solvent_blank_2	63965	1552658	7.36	-.2277 (ppm)	C4H7NO3
Acetylglycine neg	P9	32973	942639	6.03	-.2934 (ppm)	C4H7NO3
Acetylglycine neg	P8	35166	684807	6.36	-.0962 (ppm)	C4H7NO3
Acetylglycine neg	P7	54109	2000013	4.73	-.2277 (ppm)	C4H7NO3
Acetylglycine neg	P6	389833	6621758	5.51	.0353 (ppm)	C4H7NO3
Acetylglycine neg	P5	0	0	0	0	C4H7NO3
Acetylglycine neg	P4	200088517	2653819392	6.48	-1.1482 (ppm)	C4H7NO3
Acetylglycine neg	P3	78024	2868206	7.36	-.2934 (ppm)	C4H7NO3
Acetylglycine neg	P2	109301	1324654	6.98	.3641 (ppm)	C4H7NO3
Acetylglycine neg	P1	102659	3293096	8.58	-.0304 (ppm)	C4H7NO3
Acetylglycine neg	solvent_blank_1	90430	2650582	7.33	-.0962 (ppm)	C4H7NO3
Acetylglycine pos	solvent_blank_2	12161	548814	7.28	.9978 (ppm)	C4H7NO3
Acetylglycine pos	P9	6844	276762	9.88	-1.3288 (ppm)	C4H7NO3
Acetylglycine pos	P8	28641	376122	7.36	-3.7847 (ppm)	C4H7NO3
Acetylglycine pos	P7	9566	419387	2.82	-.9410 (ppm)	C4H7NO3
Acetylglycine pos	P6	67541	2280343	10.48	-.3594 (ppm)	C4H7NO3
Acetylglycine pos	P5	670603	8429514	10.2	2.5489 (ppm)	C4H7NO3
Acetylglycine pos	P4	4852642	94104364	6.41	.3515 (ppm)	C4H7NO3
Acetylglycine pos	P3	20549	400116	7.34	-.8118 (ppm)	C4H7NO3
Acetylglycine pos	P2	391922	4088025	7.1	1.9673 (ppm)	C4H7NO3
Acetylglycine pos	P1	54897	527761	7.9	-.7471 (ppm)	C4H7NO3
Acetylglycine pos	solvent_blank_1	12912	285026	6.54	-.5533 (ppm)	C4H7NO3
Acetylglycine U-13C neg	solvent_blank_2	2097	69881	14.47	-1.5538 (ppm)	[13]C4H7NO3
Acetylglycine U-13C neg	P9	1673	71425	16.32	-1.2360 (ppm)	[13]C4H7NO3
Acetylglycine U-13C neg	P8	1871	56149	13.34	-.2192 (ppm)	[13]C4H7NO3
Acetylglycine U-13C neg	P7	1482	30516	15.44	-1.3632 (ppm)	[13]C4H7NO3
Acetylglycine U-13C neg	P6	6028	50472	10.01	-.4099 (ppm)	[13]C4H7NO3
Acetylglycine U-13C neg	P5	2537	37768	12.62	-.4734 (ppm)	[13]C4H7NO3
Acetylglycine U-13C neg	P4	2657	85230	13.01	.3528 (ppm)	[13]C4H7NO3
Acetylglycine U-13C neg	P3	1590	47637	15.62	-.6641 (ppm)	[13]C4H7NO3
Acetylglycine U-13C neg	P2	5217	46545	7.15	-.1557 (ppm)	[13]C4H7NO3
Acetylglycine U-13C neg	P1	3364	78571	13.21	-1.4267 (ppm)	[13]C4H7NO3
Acetylglycine U-13C neg	solvent_blank_1	2579	58430	10.09	1.4332 (ppm)	[13]C4H7NO3
Acetylglycine U-13C pos	solvent_blank_2	1381	9161	12.05	.3408 (ppm)	[13]C4H7NO3
Acetylglycine U-13C pos	P9	13343	136369	8.85	1.1534 (ppm)	[13]C4H7NO3
Acetylglycine U-13C pos	P8	1959	50206	16.91	.2158 (ppm)	[13]C4H7NO3
Acetylglycine U-13C pos	P7	1634	16219	14.05	.2158 (ppm)	[13]C4H7NO3
Acetylglycine U-13C pos	P6	1145	11145	15.35	-.3467 (ppm)	[13]C4H7NO3
Acetylglycine U-13C pos	P5	21900	102345	3.59	4.0286 (ppm)	[13]C4H7NO3
Acetylglycine U-13C pos	P4	2076	24911	15.42	.8409 (ppm)	[13]C4H7NO3
Acetylglycine U-13C pos	P3	3530	27832	11.69	.4033 (ppm)	[13]C4H7NO3
Acetylglycine U-13C pos	P2	673930	19735086	12.45	-1.9093 (ppm)	[13]C4H7NO3
Acetylglycine U-13C pos	P1	53485	189085	8.59	-3.9719 (ppm)	[13]C4H7NO3
Acetylglycine U-13C pos	solvent_blank_1	4555	87173	8.23	.2158 (ppm)	[13]C4H7NO3
Acetylmethionine neg	solvent_blank_2	1908	6885	3.89	-2.3465 (ppm)	C7H13NO3S
Acetylmethionine neg	P9	747	2819	0.49	.9453 (ppm)	C7H13NO3S
Acetylmethionine neg	P8	3502	15799	3.87	-.4196 (ppm)	C7H13NO3S
Acetylmethionine neg	P7	10249866	45823848	3.89	-.8210 (ppm)	C7H13NO3S
Acetylmethionine neg	P6	15712	181025	6.24	2.1496 (ppm)	C7H13NO3S
Acetylmethionine neg	P5	12672	49399	3.89	-4.7551 (ppm)	C7H13NO3S
Acetylmethionine neg	P4	2842691293	14219206118	3.89	-1.4633 (ppm)	C7H13NO3S
Acetylmethionine neg	P3	8101	33719	3.88	-2.0253 (ppm)	C7H13NO3S
Acetylmethionine neg	P2	10893	55313	3.88	-.2590 (ppm)	C7H13NO3S
Acetylmethionine neg	P1	56062	286357	3.88	-1.0619 (ppm)	C7H13NO3S
Acetylmethionine neg	solvent_blank_1	55195	398404	3.88	-1.7845 (ppm)	C7H13NO3S
Acetylmethionine pos	solvent_blank_2	41037	442584	1.89	-3.4777 (ppm)	C7H13NO3S
Acetylmethionine pos	P9	19813	190050	1.91	-3.7160 (ppm)	C7H13NO3S
Acetylmethionine pos	P8	22653	257918	1.93	-3.4777 (ppm)	C7H13NO3S
Acetylmethionine pos	P7	3454300	15196588	3.88	.0973 (ppm)	C7H13NO3S
Acetylmethionine pos	P6	3427272	49127636	6.54	.1768 (ppm)	C7H13NO3S
Acetylmethionine pos	P5	13532	162199	1.89	-3.1599 (ppm)	C7H13NO3S
Acetylmethionine pos	P4	128327719	1091769980	2.66	.4151 (ppm)	C7H13NO3S
Acetylmethionine pos	P3	23127	215627	1.9	-3.7955 (ppm)	C7H13NO3S
Acetylmethionine pos	P2	39741	381870	1.92	-3.1599 (ppm)	C7H13NO3S
Acetylmethionine pos	P1	12181	115457	1.97	-3.6366 (ppm)	C7H13NO3S
Acetylmethionine pos	solvent_blank_1	29353	312268	1.89	-3.6366 (ppm)	C7H13NO3S
Acetylmethionine U-13C neg	solvent_blank_2	899	3318	5.1	.5411 (ppm)	[13]C7H13NO3S
Acetylmethionine U-13C neg	P9	790	2975	0.77	4.5672 (ppm)	[13]C7H13NO3S
Acetylmethionine U-13C neg	P8	0	0	0	0	[13]C7H13NO3S
Acetylmethionine U-13C neg	P7	0	0	0	0	[13]C7H13NO3S
Acetylmethionine U-13C neg	P6	0	0	0	0	[13]C7H13NO3S
Acetylmethionine U-13C neg	P5	0	0	0	0	[13]C7H13NO3S
Acetylmethionine U-13C neg	P4	0	0	0	0	[13]C7H13NO3S
Acetylmethionine U-13C neg	P3	0	0	0	0	[13]C7H13NO3S
Acetylmethionine U-13C neg	P2	1099	3950	4.05	-1.0848 (ppm)	[13]C7H13NO3S
Acetylmethionine U-13C neg	P1	47950	426477	8.38	-.7751 (ppm)	[13]C7H13NO3S
Acetylmethionine U-13C neg	solvent_blank_1	0	0	0	0	[13]C7H13NO3S
Acetylmethionine U-13C pos	solvent_blank_2	843	3152	14.12	2.7162 (ppm)	[13]C7H13NO3S
Acetylmethionine U-13C pos	P9	0	0	0	0	[13]C7H13NO3S
Acetylmethionine U-13C pos	P8	10675	36934	9.27	2.1030 (ppm)	[13]C7H13NO3S
Acetylmethionine U-13C pos	P7	2663	9560	7.33	-.3495 (ppm)	[13]C7H13NO3S
Acetylmethionine U-13C pos	P6	0	0	0	0	[13]C7H13NO3S
Acetylmethionine U-13C pos	P5	1385	5074	8.38	.8768 (ppm)	[13]C7H13NO3S
Acetylmethionine U-13C pos	P4	46774	321389	13.02	.9534 (ppm)	[13]C7H13NO3S
Acetylmethionine U-13C pos	P3	39988	137295	6.78	-.6561 (ppm)	[13]C7H13NO3S
Acetylmethionine U-13C pos	P2	13819	47670	10.13	-.0429 (ppm)	[13]C7H13NO3S
Acetylmethionine U-13C pos	P1	0	0	0	0	[13]C7H13NO3S
Acetylmethionine U-13C pos	solvent_blank_1	1206	4431	11.03	1.2600 (ppm)	[13]C7H13NO3S
ADP neg	solvent_blank_2	2095	17397	16.07	-.6793 (ppm)	C10H15N5O10P2
ADP neg	P9	10327	411082	11.38	-.2495 (ppm)	C10H15N5O10P2
ADP neg	P8	12363	179156	10.15	2.0427 (ppm)	C10H15N5O10P2
ADP neg	P7	1903	35685	16.39	-.1063 (ppm)	C10H15N5O10P2
ADP neg	P6	22465	146759	10.24	.0370 (ppm)	C10H15N5O10P2
ADP neg	P5	73698	1357108	11.31	-1.1808 (ppm)	C10H15N5O10P2
ADP neg	P4	1887840	22521474	11.04	-1.1808 (ppm)	C10H15N5O10P2
ADP neg	P3	14923156	222406154	10.23	-.8942 (ppm)	C10H15N5O10P2
ADP neg	P2	10922	460839	12.69	-1.6822 (ppm)	C10H15N5O10P2
ADP neg	P1	5449	138869	9.36	3.3322 (ppm)	C10H15N5O10P2
ADP neg	solvent_blank_1	11787	394394	8.9	1.1831 (ppm)	C10H15N5O10P2
ADP pos	solvent_blank_2	3202	34392	16.12	.1242 (ppm)	C10H15N5O10P2
ADP pos	P9	158449	2343954	8.52	1.0511 (ppm)	C10H15N5O10P2
ADP pos	P8	49349	606135	10.14	.0529 (ppm)	C10H15N5O10P2
ADP pos	P7	2593	63399	15.92	-.3036 (ppm)	C10H15N5O10P2
ADP pos	P6	14172	313998	11.17	.4807 (ppm)	C10H15N5O10P2
ADP pos	P5	189570	3612693	11.26	-.4462 (ppm)	C10H15N5O10P2
ADP pos	P4	213154	9352061	11.11	.1955 (ppm)	C10H15N5O10P2
ADP pos	P3	19996181	270329197	10.25	.1955 (ppm)	C10H15N5O10P2
ADP pos	P2	8094	99812	10.47	-4.7953 (ppm)	C10H15N5O10P2
ADP pos	P1	5691	108201	12.12	-2.1573 (ppm)	C10H15N5O10P2
ADP pos	solvent_blank_1	13335	360020	7.61	.1242 (ppm)	C10H15N5O10P2
ADP U-13C neg	solvent_blank_2	0	0	0	0	[13]C10H15N5O10P2
ADP U-13C neg	P9	0	0	0	0	[13]C10H15N5O10P2
ADP U-13C neg	P8	1186	4267	4.01	-1.1093 (ppm)	[13]C10H15N5O10P2
ADP U-13C neg	P7	0	0	0	0	[13]C10H15N5O10P2
ADP U-13C neg	P6	0	0	0	0	[13]C10H15N5O10P2
ADP U-13C neg	P5	0	0	0	0	[13]C10H15N5O10P2
ADP U-13C neg	P4	1177	4239	7.32	-3.6287 (ppm)	[13]C10H15N5O10P2
ADP U-13C neg	P3	6221	21613	7.7	-.4794 (ppm)	[13]C10H15N5O10P2
ADP U-13C neg	P2	3364	11616	10.14	-.7593 (ppm)	[13]C10H15N5O10P2
